Graph,Repeat,Algorithm,Time (s),Modularity,NMI
lfr-n10000-mu3,1,Leiden-LPA-coreratio_0.8,-0.8759,0.6035,0.8759
lfr-n10000-mu3,2,Leiden-LPA-coreratio_0.8,0.4996,0.6047,0.8823
lfr-n10000-mu3,3,Leiden-LPA-coreratio_0.8,0.5112,0.6032,0.8705
lfr-n10000-mu3,4,Leiden-LPA-coreratio_0.8,0.4999,0.6039,0.8816
lfr-n10000-mu3,5,Leiden-LPA-coreratio_0.8,0.5849,0.6043,0.8763
lfr-n10000-mu3,6,Leiden-LPA-coreratio_0.8,0.5045,0.6037,0.8647
lfr-n10000-mu3,7,Leiden-LPA-coreratio_0.8,0.527,0.604,0.8756
lfr-n10000-mu3,8,Leiden-LPA-coreratio_0.8,0.4979,0.6039,0.8751
lfr-n10000-mu3,9,Leiden-LPA-coreratio_0.8,0.4991,0.6041,0.878
lfr-n10000-mu3,0,Leiden-LPA-coreratio_1.0,0.5199,0.6074,0.8944
lfr-n10000-mu3,1,Leiden-LPA-coreratio_1.0,0.5312,0.6081,0.9061
lfr-n10000-mu3,2,Leiden-LPA-coreratio_1.0,0.5335,0.6085,0.9067
lfr-n10000-mu3,3,Leiden-LPA-coreratio_1.0,0.5238,0.6081,0.9026
lfr-n10000-mu3,4,Leiden-LPA-coreratio_1.0,0.5236,0.6082,0.8968
lfr-n10000-mu3,5,Leiden-LPA-coreratio_1.0,0.5179,0.6082,0.9043
lfr-n10000-mu3,6,Leiden-LPA-coreratio_1.0,0.5207,0.6084,0.9051
lfr-n10000-mu3,7,Leiden-LPA-coreratio_1.0,0.5234,0.6081,0.9038
lfr-n10000-mu3,8,Leiden-LPA-coreratio_1.0,0.5141,0.6083,0.9077
lfr-n10000-mu3,9,Leiden-LPA-coreratio_1.0,0.5238,0.6082,0.9012
lfr-n10000-mu5,0,Leiden-LPA-coreratio_0.2,0.2757,0.2993,0.2772
lfr-n10000-mu5,1,Leiden-LPA-coreratio_0.2,0.3151,0.2224,0.2109
lfr-n10000-mu5,2,Leiden-LPA-coreratio_0.2,0.3191,0.2773,0.2237
lfr-n10000-mu5,3,Leiden-LPA-coreratio_0.2,0.3129,0.2821,0.258
lfr-n10000-mu5,4,Leiden-LPA-coreratio_0.2,0.3017,0.1084,0.1712
lfr-n10000-mu5,5,Leiden-LPA-coreratio_0.2,0.3055,0.2226,0.2414
lfr-n10000-mu5,6,Leiden-LPA-coreratio_0.2,0.3047,0.1695,0.1926
lfr-n10000-mu5,7,Leiden-LPA-coreratio_0.2,0.3108,0.2799,0.2528
lfr-n10000-mu5,8,Leiden-LPA-coreratio_0.2,0.3008,0.2895,0.2465
lfr-n10000-mu5,9,Leiden-LPA-coreratio_0.2,0.3011,0.2863,0.2632
lfr-n10000-mu5,0,Leiden-LPA-coreratio_0.4,0.3721,0.303,0.3071
lfr-n10000-mu5,1,Leiden-LPA-coreratio_0.4,0.3486,0.2994,0.2715
lfr-n10000-mu5,2,Leiden-LPA-coreratio_0.4,0.3703,0.3061,0.3027
lfr-n10000-mu5,3,Leiden-LPA-coreratio_0.4,0.385,0.3045,0.2966
lfr-n10000-mu5,4,Leiden-LPA-coreratio_0.4,0.4647,0.2975,0.3137
lfr-n10000-mu5,5,Leiden-LPA-coreratio_0.4,0.3815,0.2915,0.282
lfr-n10000-mu5,6,Leiden-LPA-coreratio_0.4,0.3615,0.3075,0.322
lfr-n10000-mu5,7,Leiden-LPA-coreratio_0.4,0.3872,0.3142,0.3361
lfr-n10000-mu5,8,Leiden-LPA-coreratio_0.4,0.3728,0.2747,0.2909
lfr-n10000-mu5,9,Leiden-LPA-coreratio_0.4,0.3948,0.3062,0.3081
